country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W01,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W02,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W03,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W04,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W05,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W06,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W07,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W08,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W09,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W10,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W11,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W12,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W13,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W14,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2020-W15,national,AT,Austria,1838,12339,8932664,138.13348403119159,14.895858659534808,Manual webscraping
Austria,AT,2020-W16,national,AT,Austria,686,58488,8932664,654.7654764580868,1.172890165504035,Manual webscraping
Austria,AT,2020-W17,national,AT,Austria,449,33443,8932664,374.38999160832645,1.3425829022515923,Manual webscraping
Austria,AT,2020-W18,national,AT,Austria,310,26598,8932664,297.7611158328579,1.1655011655011656,Country website
Austria,AT,2020-W19,national,AT,Austria,260,42153,8932664,471.89729737959465,0.6168007022038764,Country website
Austria,AT,2020-W20,national,AT,Austria,324,46001,8932664,514.9751518695878,0.7043325145105541,Country website
Austria,AT,2020-W21,national,AT,Austria,264,39348,8932664,440.49569087116674,0.6709362610551998,Country website
Austria,AT,2020-W22,national,AT,Austria,195,46677,8932664,522.5428830637758,0.41776463783019474,Country website
Austria,AT,2020-W23,national,AT,Austria,228,41063,8932664,459.6948905723981,0.555244380585929,Country website
Austria,AT,2020-W24,national,AT,Austria,172,35243,8932664,394.54075514314655,0.4880401781914139,Country website
Austria,AT,2020-W25,national,AT,Austria,248,15775,8932664,176.599052645437,1.572107765451664,Country website
Austria,AT,2020-W26,national,AT,Austria,334,61905,8932664,693.0183425683537,0.5395363863985139,Country website
Austria,AT,2020-W27,national,AT,Austria,640,45284,8932664,506.94843106155116,1.4133027117745782,Country website
Austria,AT,2020-W28,national,AT,Austria,597,48936,8932664,547.8320912999751,1.219960765080922,Country website
Austria,AT,2020-W29,national,AT,Austria,784,51929,8932664,581.3383331109286,1.509753702170271,Country website
Austria,AT,2020-W30,national,AT,Austria,872,99229,8932664,1110.8556193314782,0.8787753580102591,Country website
Austria,AT,2020-W31,national,AT,Austria,793,57416,8932664,642.7645772862385,1.3811481120245228,Country website
Austria,AT,2020-W32,national,AT,Austria,721,56554,8932664,633.1146005267857,1.2748877179333027,Country website
Austria,AT,2020-W33,national,AT,Austria,1462,56622,8932664,633.8758515936566,2.582035251315743,Country website
Austria,AT,2020-W34,national,AT,Austria,1912,76497,8932664,856.3738656239616,2.4994444226570978,Country website
Austria,AT,2020-W35,national,AT,Austria,1945,77105,8932664,863.1803457512787,2.522534206601388,Country website
Austria,AT,2020-W36,national,AT,Austria,2264,83733,8932664,937.3799350339383,2.7038324197150465,Country website
Austria,AT,2020-W37,national,AT,Austria,3997,86241,8932664,965.456665559121,4.634686518013474,Country website
Austria,AT,2020-W38,national,AT,Austria,5215,102617,8932664,1148.7838342514617,5.082003956459456,Country website
Austria,AT,2020-W39,national,AT,Austria,4662,110816,8932664,1240.5705621525672,4.20697372220618,Country website
Austria,AT,2020-W40,national,AT,Austria,5603,130874,8932664,1465.1172371422456,4.281217048458823,Country website
Austria,AT,2020-W41,national,AT,Austria,7489,124663,8932664,1395.585908078486,6.007395939452764,TESSy
Austria,AT,2020-W42,national,AT,Austria,9898,129647,8932664,1451.3811333326764,7.634576966686464,TESSy
Austria,AT,2020-W43,national,AT,Austria,18266,158997,8932664,1779.9505276365483,11.488267074221525,TESSy
Austria,AT,2020-W44,national,AT,Austria,31623,167926,8932664,1879.9095096378862,18.831509117111107,TESSy
Austria,AT,2020-W45,national,AT,Austria,44779,199567,8932664,2234.1263479741315,22.438078439822217,TESSy
Austria,AT,2020-W46,national,AT,Austria,47840,215044,8932664,2407.389329767693,22.246609996093824,TESSy
Austria,AT,2020-W47,national,AT,Austria,40703,207745,8932664,2325.677983633998,19.592769982430383,TESSy
Austria,AT,2020-W48,national,AT,Austria,31146,196461,8932664,2199.3550860079367,15.853528181165727,TESSy
Austria,AT,2020-W49,national,AT,Austria,23070,163770,8932664,1833.383635609713,14.086829089576845,TESSy
Austria,AT,2020-W50,national,AT,Austria,18695,162984,8932664,1824.5844688661746,11.470451087223285,TESSy
Austria,AT,2020-W51,national,AT,Austria,14842,185766,8932664,2079.625966005214,7.989621351592864,TESSy
Austria,AT,2020-W52,national,AT,Austria,13416,163961,8932664,1835.52185551813,8.182433627508981,TESSy
Austria,AT,2020-W53,national,AT,Austria,14916,127657,8932664,1429.10334475807,11.684435636118662,TESSy
Austria,AT,2021-W01,national,AT,Austria,14637,137035,8932664,1534.0888227744824,10.681212828839348,TESSy
Austria,AT,2021-W02,national,AT,Austria,10948,911735,8932664,10206.753550788431,1.2007875095285363,TESSy
Austria,AT,2021-W03,national,AT,Austria,10156,1144351,8932664,12810.85911213049,0.8874899397125532,TESSy
Austria,AT,2021-W04,national,AT,Austria,9514,655713,8932664,7340.620894281929,1.4509396641518468,TESSy
Austria,AT,2021-W05,national,AT,Austria,9115,960284,8932664,10750.25322792842,0.9491983621511969,TESSy
Austria,AT,2021-W06,national,AT,Austria,9460,1477892,8932664,16544.806790001283,0.640100900471753,TESSy
Austria,AT,2021-W07,national,AT,Austria,11627,1500910,8932664,16802.49027613711,0.7746633708883277,TESSy
Austria,AT,2021-W08,national,AT,Austria,14183,1582385,8932664,17714.59219780348,0.8963052607298476,TESSy
Austria,AT,2021-W09,national,AT,Austria,16315,1651867,8932664,18492.434059984793,0.9876703148619108,TESSy
Austria,AT,2021-W10,national,AT,Austria,18223,1829934,8932664,20485.870732404128,0.9958282648445245,TESSy
Austria,AT,2021-W11,national,AT,Austria,21082,1991339,8932664,22292.778503702815,1.0586846338067,TESSy
Austria,AT,2021-W12,national,AT,Austria,22316,2081325,8932664,23300.159952282993,1.0722016023446603,TESSy
Austria,AT,2021-W13,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W14,national,AT,Austria,17608,2067620,8932664,23146.7342777026,0.8516071618575948,TESSy
Austria,AT,2021-W15,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W16,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W17,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W18,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W19,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W20,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W21,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W22,national,AT,Austria,2424,4859495,8932664,54401.408135355814,0.049881726393380385,TESSy
Austria,AT,2021-W23,national,AT,Austria,1686,5649558,8932664,63246.05963013945,0.029843042588464444,TESSy
Austria,AT,2021-W24,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W25,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W26,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W27,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W28,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W29,national,AT,Austria,2530,2807249,8932664,31426.78376797784,0.09012381872787202,TESSy
Austria,AT,2021-W30,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W31,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2021-W32,national,AT,Austria,5903,2584647,8932664,28934.783621101164,0.2283870872889025,TESSy
Austria,AT,2021-W33,national,AT,Austria,8066,465080,8932664,5206.509502652288,1.7343252773716349,TESSy
Austria,AT,2021-W34,national,AT,Austria,9437,2703030,8932664,30260.06575418039,0.34912672075411666,TESSy
Austria,AT,2021-W35,national,AT,Austria,11274,2840922,8932664,31803.74857937117,0.3968429967454228,TESSy
Austria,AT,2021-W36,national,AT,Austria,14083,3308862,8932664,37042.275406306566,0.4256146070763906,TESSy
Austria,AT,2021-W37,national,AT,Austria,13761,2975110,8932664,33305.965611154745,0.46253751962112327,TESSy
Austria,AT,2021-W38,national,AT,Austria,11753,3163381,8932664,35413.63472307925,0.37153286309805866,TESSy
Austria,AT,2021-W39,national,AT,Austria,12600,3015264,8932664,33755.48436614206,0.4178738578114553,TESSy
Austria,AT,2021-W40,national,AT,Austria,12771,3662031,8932664,40995.955965655936,0.3487409036133228,TESSy
Austria,AT,2021-W41,national,AT,Austria,15337,3594537,8932664,40240.369502311965,0.4266752574810052,TESSy
Austria,AT,2021-W42,national,AT,Austria,23834,3690879,8932664,41318.90553590732,0.6457540331178562,TESSy
Austria,AT,2021-W43,national,AT,Austria,34564,3074257,8932664,34415.903251258525,1.1243041814656354,TESSy
Austria,AT,2021-W44,national,AT,Austria,56413,4763048,8932664,53321.69664055426,1.1843886519724345,TESSy
Austria,AT,2021-W45,national,AT,Austria,78619,4309646,8932664,48245.92081376843,1.8242565630680572,TESSy
Austria,AT,2021-W46,national,AT,Austria,97091,5909773,8932664,66159.13237081346,1.6428888216180215,TESSy
Austria,AT,2021-W47,national,AT,Austria,82538,7827648,8932664,87629.49104544848,1.0544418962119912,TESSy
Austria,AT,2021-W48,national,AT,Austria,50813,6021454,8932664,67409.38649433137,0.8438659499848375,TESSy
Austria,AT,2021-W49,national,AT,Austria,29146,5066057,8932664,56713.842589399974,0.5753192275570528,TESSy
Austria,AT,2021-W50,national,AT,Austria,18844,5990972,8932664,67068.14450873781,0.31453994443639527,TESSy
Austria,AT,2021-W51,national,AT,Austria,14605,4770559,8932664,53405.78129883762,0.30614860858025233,TESSy
Austria,AT,2021-W52,national,AT,Austria,23034,4844026,8932664,54228.234712511294,0.47551355009242313,TESSy
Austria,AT,2022-W01,national,AT,Austria,62194,4168221,8932664,46662.68651770625,1.4920993872445822,TESSy
Austria,AT,2022-W02,national,AT,Austria,110559,7970300,8932664,89226.46144532022,1.3871372470295973,TESSy
Austria,AT,2022-W03,national,AT,Austria,175982,7790563,8932664,87214.32934228804,2.2589124816781534,TESSy
Austria,AT,2022-W04,national,AT,Austria,227272,7923740,8932664,88705.22836188623,2.8682415122151914,TESSy
Austria,AT,2022-W05,national,AT,Austria,231848,7927760,8932664,88750.23173378065,2.9245083100396583,TESSy
Austria,AT,2022-W06,national,AT,Austria,216398,6113208,8932664,68436.56047065019,3.539843564949859,TESSy
Austria,AT,2022-W07,national,AT,Austria,195516,6216441,8932664,69592.240343978,3.1451436601746883,TESSy
Austria,AT,2022-W08,national,AT,Austria,185345,5714168,8932664,63969.36009235319,3.243604318248956,TESSy
Austria,AT,2022-W09,national,AT,Austria,217000,5794561,8932664,64869.3491661614,3.744891114270779,TESSy
Austria,AT,2022-W10,national,AT,Austria,299204,5859407,8932664,65595.29161737193,5.106387045651548,TESSy
Austria,AT,2022-W11,national,AT,Austria,315881,6155757,8932664,68912.89093600745,5.131472863532462,TESSy
Austria,AT,2022-W12,national,AT,Austria,248095,4714316,8932664,52776.148302454894,5.26258740398395,TESSy
Austria,AT,2022-W13,national,AT,Austria,151730,4598686,8932664,51481.685642715325,3.2994207475787647,TESSy
Austria,AT,2022-W14,national,AT,Austria,96532,3450406,8932664,38626.84189173577,2.797699748957079,TESSy
Austria,AT,2022-W15,national,AT,Austria,63292,1472830,8932664,16488.138364993916,4.297305187971456,TESSy
Austria,AT,2022-W16,national,AT,Austria,49000,1492969,8932664,16713.59182434266,3.2820507324666486,TESSy
Austria,AT,2022-W17,national,AT,Austria,40348,1403772,8932664,15715.04312711191,2.8742559332997097,TESSy
Austria,AT,2022-W18,national,AT,Austria,36968,1469716,8932664,16453.277544078675,2.515315884157211,TESSy
Austria,AT,2022-W19,national,AT,Austria,29763,1621328,8932664,18150.55396687931,1.8357173872282475,TESSy
Austria,AT,2022-W20,national,AT,Austria,20283,1289409,8932664,14434.76436592712,1.573046256075458,TESSy
Austria,AT,2022-W21,national,AT,Austria,15294,1245967,8932664,13948.436882882866,1.2274803425772913,TESSy
Austria,AT,2022-W22,national,AT,Austria,19507,1091054,8932664,12214.2061987331,1.787904173395634,TESSy
Austria,AT,2022-W23,national,AT,Austria,25417,798495,8932664,8939.04662707564,3.1831132317672624,TESSy
Austria,AT,2022-W24,national,AT,Austria,40806,761356,8932664,8523.280401009151,5.359647786318096,TESSy
Austria,AT,2022-W25,national,AT,Austria,60226,876743,8932664,9815.02270767153,6.869287807259368,TESSy
Austria,AT,2022-W26,national,AT,Austria,71281,911142,8932664,10200.114993690571,7.823259162677168,TESSy
Austria,AT,2022-W27,national,AT,Austria,73765,869033,8932664,9728.710270530717,8.488170184561461,TESSy
Austria,AT,2022-W28,national,AT,Austria,83412,1019276,8932664,11410.660918176258,8.183455707776893,TESSy
Austria,AT,2022-W29,national,AT,Austria,79550,850510,8932664,9521.347718888788,9.353211602450294,TESSy
Austria,AT,2022-W30,national,AT,Austria,54669,665041,8932664,7445.046628866819,8.22039543426646,TESSy
Austria,AT,2022-W31,national,AT,Austria,42902,628744,8932664,7038.706482187173,6.823444836054102,TESSy
Austria,AT,2022-W32,national,AT,Austria,38602,645056,8932664,7221.317179287165,5.984286635578926,TESSy
Austria,AT,2022-W33,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W34,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W35,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W36,national,AT,Austria,28961,631561,8932664,7070.242427119167,4.585621974757783,TESSy
Austria,AT,2022-W37,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W38,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W39,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W40,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W41,national,AT,Austria,86421,889186,8932664,9954.320458040289,9.719113886183543,TESSy
Austria,AT,2022-W42,national,AT,Austria,NA,NA,8932664,NA,NA,NA
Austria,AT,2022-W43,national,AT,Austria,37116,579176,8932664,6483.79923391275,6.4084147133168505,TESSy
Austria,AT,2022-W44,national,AT,Austria,29414,593107,8932664,6639.754948803627,4.959307511123625,TESSy
Austria,AT,2022-W45,national,AT,Austria,24829,1231667,8932664,13788.350261467353,2.0158857873110185,TESSy
Belgium,BE,2020-W01,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W02,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W03,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W04,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W05,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W06,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W07,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W08,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2020-W09,national,BE,Belgium,19,82,11554767,0.7096638123468868,23.170731707317074,Country website
Belgium,BE,2020-W10,national,BE,Belgium,388,4406,11554767,38.13144825854126,8.806173399909214,Country website
Belgium,BE,2020-W11,national,BE,Belgium,1348,9924,11554767,85.88663016744518,13.5832325675131,Country website
Belgium,BE,2020-W12,national,BE,Belgium,3673,17066,11554767,147.69661733551183,21.52232509082386,Country website
Belgium,BE,2020-W13,national,BE,Belgium,8130,27141,11554767,234.8900674500836,29.95468110976014,Country website
Belgium,BE,2020-W14,national,BE,Belgium,9694,38426,11554767,332.5553860151399,25.227710404413678,Country website
Belgium,BE,2020-W15,national,BE,Belgium,11175,53517,11554767,463.1594907971749,20.881215314759796,Country website
Belgium,BE,2020-W16,national,BE,Belgium,7963,65399,11554767,565.9915080935859,12.176027156378538,Country website
Belgium,BE,2020-W17,national,BE,Belgium,5703,105901,11554767,916.5135047725323,5.3852182698935795,Country website
Belgium,BE,2020-W18,national,BE,Belgium,3095,138836,11554767,1201.5473786706386,2.229248897980351,Country website
Belgium,BE,2020-W19,national,BE,Belgium,3051,146708,11554767,1269.6751046559398,2.0796411920277014,Country website
Belgium,BE,2020-W20,national,BE,Belgium,2071,120385,11554767,1041.8643664558533,1.7203139926070523,Country website
Belgium,BE,2020-W21,national,BE,Belgium,1510,85575,11554767,740.6034236778639,1.7645340344726848,Country website
Belgium,BE,2020-W22,national,BE,Belgium,1144,87209,11554767,754.744773304386,1.3117912142095427,TESSy
Belgium,BE,2020-W23,national,BE,Belgium,847,75991,11554767,657.6593020006375,1.1146056769880643,TESSy
Belgium,BE,2020-W24,national,BE,Belgium,671,86874,11554767,751.8455369978468,0.7723829914588944,TESSy
Belgium,BE,2020-W25,national,BE,Belgium,668,88901,11554767,769.3880802615924,0.7513976220739924,TESSy
Belgium,BE,2020-W26,national,BE,Belgium,607,93868,11554767,812.3746675289947,0.6466527464098522,TESSy
Belgium,BE,2020-W27,national,BE,Belgium,637,85012,11554767,735.730975795531,0.7493059803321884,TESSy
Belgium,BE,2020-W28,national,BE,Belgium,704,77973,11554767,674.8123956112659,0.902876636784528,TESSy
Belgium,BE,2020-W29,national,BE,Belgium,1385,86865,11554767,751.7676470672234,1.5944281356127323,TESSy
Belgium,BE,2020-W30,national,BE,Belgium,2489,99622,11554767,862.1722965075799,2.498444118768947,TESSy
Belgium,BE,2020-W31,national,BE,Belgium,3759,145338,11554767,1257.8185263277053,2.586384840853734,TESSy
Belgium,BE,2020-W32,national,BE,Belgium,4340,141302,11554767,1222.889219661461,3.0714356484692362,TESSy
Belgium,BE,2020-W33,national,BE,Belgium,3751,127215,11554767,1100.9741693623073,2.948551664504972,TESSy
Belgium,BE,2020-W34,national,BE,Belgium,3453,137022,11554767,1185.8482304316478,2.520033279327407,TESSy
Belgium,BE,2020-W35,national,BE,Belgium,3121,145319,11554767,1257.6540920297225,2.1476888775727883,TESSy
Belgium,BE,2020-W36,national,BE,Belgium,3655,159252,11554767,1378.2363590715415,2.2951046140707807,TESSy
Belgium,BE,2020-W37,national,BE,Belgium,6158,213854,11554767,1850.7859137272087,2.8795346357795504,TESSy
Belgium,BE,2020-W38,national,BE,Belgium,10109,251200,11554767,2173.994508067536,4.024283439490445,TESSy
Belgium,BE,2020-W39,national,BE,Belgium,11427,256649,11554767,2221.1525338416604,4.45238438489922,TESSy
Belgium,BE,2020-W40,national,BE,Belgium,19023,259284,11554767,2243.956974640856,7.3367427222659325,TESSy
Belgium,BE,2020-W41,national,BE,Belgium,39415,309616,11554767,2679.5520844340695,12.730285256575888,TESSy
Belgium,BE,2020-W42,national,BE,Belgium,73412,418567,11554767,3622.461621251212,17.538888636705714,TESSy
Belgium,BE,2020-W43,national,BE,Belgium,106062,467257,11554767,4043.8461459240157,22.698857373993327,TESSy
Belgium,BE,2020-W44,national,BE,Belgium,99451,416375,11554767,3603.491095926036,23.88495947163014,TESSy
Belgium,BE,2020-W45,national,BE,Belgium,53913,259546,11554767,2246.2244370656717,20.77204040902191,TESSy
Belgium,BE,2020-W46,national,BE,Belgium,33854,199500,11554767,1726.5601288195598,16.969423558897244,TESSy
Belgium,BE,2020-W47,national,BE,Belgium,22260,200292,11554767,1733.4144427144226,11.113773890120424,TESSy
Belgium,BE,2020-W48,national,BE,Belgium,16171,205086,11554767,1774.9038124265076,7.884984835629931,TESSy
Belgium,BE,2020-W49,national,BE,Belgium,15166,209927,11554767,1816.7999406651818,7.224416106551325,TESSy
Belgium,BE,2020-W50,national,BE,Belgium,16675,234165,11554767,2026.5661782708385,7.121047124890569,TESSy
Belgium,BE,2020-W51,national,BE,Belgium,17284,270716,11554767,2342.8944954060953,6.384550599151878,TESSy
Belgium,BE,2020-W52,national,BE,Belgium,12092,206608,11554767,1788.0758651386045,5.852629133431425,TESSy
Belgium,BE,2020-W53,national,BE,Belgium,10769,180686,11554767,1563.735556069629,5.960063314257884,TESSy
Belgium,BE,2021-W01,national,BE,Belgium,13689,308891,11554767,2673.2776178005147,4.431660359155819,TESSy
Belgium,BE,2021-W02,national,BE,Belgium,13095,307162,11554767,2658.314096684079,4.263222664261855,TESSy
Belgium,BE,2021-W03,national,BE,Belgium,14643,312018,11554767,2700.3400414737916,4.692998480856874,TESSy
Belgium,BE,2021-W04,national,BE,Belgium,16380,354286,11554767,3066.145773428404,4.623383368239219,TESSy
Belgium,BE,2021-W05,national,BE,Belgium,14892,348328,11554767,3014.5826393556877,4.2752807698491075,TESSy
Belgium,BE,2021-W06,national,BE,Belgium,12527,299526,11554767,2592.2288177684586,4.182274660630463,TESSy
Belgium,BE,2021-W07,national,BE,Belgium,15361,266185,11554767,2303.6812425555613,5.770798504799294,TESSy
Belgium,BE,2021-W08,national,BE,Belgium,16649,288336,11554767,2495.3856706933166,5.774166250485544,TESSy
Belgium,BE,2021-W09,national,BE,Belgium,16430,309353,11554767,2677.275967572518,5.311084747844696,TESSy
Belgium,BE,2021-W10,national,BE,Belgium,21261,340088,11554767,2943.2700806515613,6.25161722848204,TESSy
Belgium,BE,2021-W11,national,BE,Belgium,29331,416389,11554767,3603.6122580403394,7.0441342110382354,TESSy
Belgium,BE,2021-W12,national,BE,Belgium,33998,481533,11554767,4167.396884766261,7.060367617587995,TESSy
Belgium,BE,2021-W13,national,BE,Belgium,29876,415163,11554767,3593.0019186020795,7.196209681498592,TESSy
Belgium,BE,2021-W14,national,BE,Belgium,24193,285086,11554767,2467.258751301519,8.48621117838126,TESSy
Belgium,BE,2021-W15,national,BE,Belgium,24372,282774,11554767,2447.2496935680315,8.618897069744744,TESSy
Belgium,BE,2021-W16,national,BE,Belgium,24422,311363,11554767,2694.671385411753,7.843578074466137,TESSy
Belgium,BE,2021-W17,national,BE,Belgium,20784,332183,11554767,2874.8567582539745,6.256792189847163,TESSy
Belgium,BE,2021-W18,national,BE,Belgium,20975,370831,11554767,3209.333429224492,5.656215364950611,TESSy
Belgium,BE,2021-W19,national,BE,Belgium,14649,295024,11554767,2553.2665435832673,4.965358750474538,TESSy
Belgium,BE,2021-W20,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W21,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W22,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W23,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W24,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W25,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W26,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W27,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W28,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W29,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W30,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W31,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W32,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W33,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W34,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W35,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W36,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W37,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W38,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W39,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W40,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W41,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W42,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W43,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W44,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W45,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W46,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W47,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W48,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W49,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W50,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W51,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2021-W52,national,BE,Belgium,NA,NA,11554767,NA,NA,NA
Belgium,BE,2022-W01,national,BE,Belgium,155824,602891,11554767,5217.6820181661815,25.846131390251305,TESSy
Belgium,BE,2022-W02,national,BE,Belgium,198813,604481,11554767,5231.442572576322,32.88986750617472,TESSy
Belgium,BE,2022-W03,national,BE,Belgium,351697,810650,11554767,7015.719139987851,43.38456793930796,TESSy
Belgium,BE,2022-W04,national,BE,Belgium,318851,774124,11554767,6699.607183770992,41.188620944448175,TESSy
Belgium,BE,2022-W05,national,BE,Belgium,185903,532410,11554767,4607.708662580561,34.917263011588815,TESSy
Belgium,BE,2022-W06,national,BE,Belgium,101740,375545,11554767,3250.130443997702,27.091293986073573,TESSy
Belgium,BE,2022-W07,national,BE,Belgium,63181,302674,11554767,2619.4729846131904,20.874273971335498,TESSy
Belgium,BE,2022-W08,national,BE,Belgium,44836,263618,11554767,2281.46530345441,17.00794331191345,TESSy
Belgium,BE,2022-W09,national,BE,Belgium,44611,228176,11554767,1974.7347566593075,19.55113596521983,TESSy
Belgium,BE,2022-W10,national,BE,Belgium,57255,243904,11554767,2110.851737642135,23.47439976384151,TESSy
Belgium,BE,2022-W11,national,BE,Belgium,71953,268545,11554767,2324.1057132523742,26.793647247202518,TESSy
Belgium,BE,2022-W12,national,BE,Belgium,78607,270161,11554767,2338.09128301765,29.096353655783034,TESSy
Belgium,BE,2022-W13,national,BE,Belgium,71597,272051,11554767,2354.4481684485722,26.317491940849326,TESSy
Belgium,BE,2022-W14,national,BE,Belgium,62839,218341,11554767,1889.618371361361,28.780210771224827,TESSy
Belgium,BE,2022-W15,national,BE,Belgium,52575,169067,11554767,1463.1796556347697,31.09713900406348,TESSy
Belgium,BE,2022-W16,national,BE,Belgium,40214,142034,11554767,1229.2242673521673,28.312939155413492,TESSy
Belgium,BE,2022-W17,national,BE,Belgium,32666,133880,11554767,1158.6559902073316,24.399462204959665,TESSy
Belgium,BE,2022-W18,national,BE,Belgium,30760,136602,11554767,1182.2133670025542,22.517971918419935,TESSy
